average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-54.0,3.197278911564626,7.0,7.0,10.0,2.0,一米
-54.0,3.229024943310657,7.0,7.0,10.0,2.0,一米
-55.0,2.0861678004535142,7.0,7.0,10.0,2.0,一米
-54.0,5.950113378684806,7.0,7.0,10.0,2.0,一米
-52.0,1.7596371882086166,8.0,8.0,10.0,2.0,一米
-52.0,6.6984126984127,9.0,9.0,10.0,2.0,一米
-54.0,2.535147392290249,7.0,7.0,10.0,2.0,一米
-54.0,1.7052154195011338,7.0,7.0,10.0,2.0,一米
-55.0,1.4421768707482991,6.0,6.0,10.0,2.0,一米
-55.0,5.28344671201814,6.0,6.0,10.0,2.0,一米
-55.0,1.3469387755102038,6.0,6.0,10.0,2.0,一米
-55.0,3.4421768707482983,6.0,6.0,10.0,2.0,一米
-55.0,1.1746031746031749,6.0,6.0,10.0,2.0,一米
-55.0,4.126984126984128,6.0,6.0,10.0,2.0,一米
-55.0,0.7619047619047619,6.0,6.0,10.0,2.0,一米
-55.0,0.943310657596372,6.0,6.0,10.0,2.0,一米
-55.0,3.197278911564626,7.0,7.0,10.0,2.0,一米
-54.0,4.249433106575966,7.0,7.0,10.0,2.0,一米
-54.0,3.82312925170068,7.0,7.0,10.0,2.0,一米
-54.0,3.4603174603174605,7.0,7.0,10.0,2.0,一米
-54.0,9.29705215419501,7.0,7.0,10.0,2.0,一米
-54.0,2.467120181405896,7.0,7.0,10.0,2.0,一米
-55.0,2.095238095238096,7.0,7.0,10.0,2.0,一米
-55.0,3.895691609977325,7.0,7.0,10.0,2.0,一米
-54.0,0.4864,9.0,9.0,11.0,2.0,1m
-57.0,2.4384,10.0,10.0,11.0,2.0,1m
-59.0,0.9856,9.0,9.0,11.0,2.0,1m
-60.0,0.9983999999999998,9.0,9.0,11.0,2.0,1m
-57.0,1.2575999999999998,10.0,10.0,11.0,2.0,1m
-56.0,2.5824000000000003,10.0,10.0,11.0,2.0,1m
-56.0,2.3136,10.0,10.0,11.0,2.0,1m
-57.0,0.4736,10.0,10.0,11.0,2.0,1m
-56.0,0.9055999999999998,11.0,11.0,11.0,2.0,1m
-56.0,1.0175999999999998,8.0,8.0,11.0,2.0,1m
-55.0,0.3903999999999999,8.0,8.0,11.0,2.0,1m
-55.0,1.76,8.0,8.0,11.0,2.0,1m
-55.0,0.5855999999999999,8.0,8.0,11.0,2.0,1m
-58.0,1.4464,10.0,10.0,11.0,2.0,1m
-59.0,0.7744,9.0,9.0,11.0,2.0,1m
-57.0,1.2224,9.0,9.0,11.0,2.0,1m
-58.0,1.9584,9.0,9.0,11.0,2.0,1m
-59.0,1.2,9.0,9.0,11.0,2.0,1m
-57.0,1.36,10.0,10.0,11.0,2.0,1m
-58.0,1.4335999999999998,9.0,9.0,11.0,2.0,1m
-58.0,0.9536,9.0,9.0,11.0,2.0,1m
-57.0,1.7696,10.0,10.0,11.0,2.0,1m
-59.0,1.2896,9.0,9.0,11.0,2.0,1m
-58.0,1.4656000000000002,9.0,9.0,11.0,2.0,1m
-58.0,0.8,9.0,9.0,11.0,2.0,1m
-58.0,3.7696,9.0,9.0,11.0,2.0,1m
-59.0,0.9600000000000002,10.0,10.0,11.0,2.0,1m
-57.0,0.8704000000000001,9.0,9.0,11.0,2.0,1m
-57.0,1.1935999999999998,10.0,10.0,11.0,2.0,1m
-58.0,1.2736,9.0,9.0,11.0,2.0,1m
-57.0,0.5504,10.0,10.0,11.0,2.0,1m
-57.0,1.04,10.0,10.0,11.0,2.0,1m
-57.0,0.7295999999999998,10.0,10.0,11.0,2.0,1m
-58.0,0.8416,10.0,10.0,11.0,2.0,1m
-57.0,1.0399999999999998,10.0,10.0,11.0,2.0,1m
-58.0,2.1344,10.0,10.0,11.0,2.0,1m
-57.0,0.9824,10.0,10.0,11.0,2.0,1m
-57.0,1.9936,10.0,10.0,11.0,2.0,1m
-58.0,0.9856,9.0,9.0,11.0,2.0,1m
-57.0,1.28,10.0,10.0,11.0,2.0,1m
-58.0,0.6464000000000002,10.0,10.0,11.0,2.0,1m
-59.0,0.5599999999999999,9.0,9.0,11.0,2.0,1m
-59.0,0.8255999999999999,9.0,9.0,11.0,2.0,1m
-57.0,1.4784,10.0,10.0,11.0,2.0,1m
-57.0,1.7344,10.0,10.0,11.0,2.0,1m
-58.0,1.04,10.0,10.0,11.0,2.0,1m
-58.0,0.4704,9.0,9.0,11.0,2.0,1m
-57.0,1.2896,10.0,10.0,11.0,2.0,1m
-58.0,0.8800000000000001,10.0,10.0,11.0,2.0,1m
-58.0,2.6784,9.0,9.0,11.0,2.0,1m
-57.0,0.9983999999999998,10.0,10.0,11.0,2.0,1m
-57.0,1.0144,9.0,9.0,11.0,2.0,1m
-111.0,0.6335999999999999,4.0,4.0,11.0,2.0,302
-112.0,1.2416000000000005,3.0,3.0,11.0,2.0,302
-112.0,1.2735999999999998,3.0,3.0,11.0,2.0,302
-111.0,1.7216,4.0,4.0,11.0,2.0,302
-111.0,0.4576,4.0,4.0,11.0,2.0,302
-112.0,0.6335999999999999,3.0,3.0,11.0,2.0,302
-111.0,0.8223999999999999,4.0,4.0,11.0,2.0,302
-111.0,0.7456,5.0,5.0,11.0,2.0,302
-108.0,1.5136,6.0,6.0,11.0,2.0,302
-109.0,0.8543999999999999,5.0,5.0,11.0,2.0,302
-110.0,0.5504,5.0,5.0,11.0,2.0,302
-109.0,1.1904,6.0,6.0,11.0,2.0,302
-110.0,0.8416000000000001,5.0,5.0,11.0,2.0,302
-111.0,1.8304,3.0,3.0,11.0,2.0,302
-111.0,1.3503999999999998,3.0,3.0,11.0,2.0,302
-111.0,2.2464,3.0,3.0,11.0,2.0,302
-111.0,0.4544,4.0,4.0,11.0,2.0,302
-111.0,0.4704,4.0,4.0,11.0,2.0,302
-112.0,1.0624,3.0,3.0,11.0,2.0,302
-112.0,1.1104,3.0,3.0,11.0,2.0,302
-111.0,1.5584,3.0,3.0,11.0,2.0,302
-111.0,0.4096000000000001,3.0,3.0,11.0,2.0,302
-111.0,1.9744,3.0,3.0,11.0,2.0,302
-115.0,1.5456,1.0,1.0,11.0,2.0,302
-112.0,0.7744,3.0,3.0,11.0,2.0,302
-115.0,1.2416,1.0,1.0,11.0,2.0,302
-112.0,0.7104,3.0,3.0,11.0,2.0,302
-113.0,0.8,3.0,3.0,11.0,2.0,302
-112.0,1.4784,3.0,3.0,11.0,2.0,302
-112.0,0.6176,4.0,4.0,11.0,2.0,302
-118.0,0.4704,-2.0,-2.0,11.0,2.0,302
-113.0,0.9983999999999998,2.0,2.0,11.0,2.0,302
-115.0,0.6944,1.0,1.0,11.0,2.0,302
-115.0,0.8256,1.0,1.0,11.0,2.0,302
-115.0,0.9024,0.0,0.0,11.0,2.0,302
-113.0,0.96,2.0,2.0,11.0,2.0,302
-113.0,1.6096,1.0,1.0,11.0,2.0,302
-112.0,1.5616,3.0,3.0,11.0,2.0,302
-112.0,0.4256,3.0,3.0,11.0,2.0,302
-113.0,0.9216,2.0,2.0,11.0,2.0,302
-113.0,0.5536,2.0,2.0,11.0,2.0,302
-113.0,0.9056,3.0,3.0,11.0,2.0,302
-112.0,0.7200000000000002,2.0,2.0,11.0,2.0,302
-112.0,0.5856,3.0,3.0,11.0,2.0,302
-111.0,0.56,4.0,4.0,11.0,2.0,302
-112.0,0.8384,3.0,3.0,11.0,2.0,302
-112.0,0.8543999999999999,3.0,3.0,11.0,2.0,302
-112.0,0.64,3.0,3.0,11.0,2.0,302
-111.0,0.4576,4.0,4.0,11.0,2.0,302
-112.0,0.72,3.0,3.0,11.0,2.0,302
-99.0,9.142400000000002,9.0,9.0,11.0,2.0,306-304
-103.0,1.12,9.0,9.0,11.0,2.0,306-304
-102.0,1.36,9.0,9.0,11.0,2.0,306-304
-110.0,8.3104,4.0,4.0,11.0,2.0,306-304
-101.0,1.1776000000000002,8.0,8.0,11.0,2.0,306-304
-102.0,1.6,7.0,7.0,11.0,2.0,306-304
-101.0,1.8464,8.0,8.0,11.0,2.0,306-304
-101.0,1.5263999999999998,7.0,7.0,11.0,2.0,306-304
-103.0,1.6735999999999998,10.0,10.0,11.0,2.0,306-304
-102.0,5.919999999999999,9.0,9.0,11.0,2.0,306-304
-103.0,2.7903999999999995,9.0,9.0,11.0,2.0,306-304
-102.0,1.2544,9.0,9.0,11.0,2.0,306-304
-101.0,1.28,10.0,10.0,11.0,2.0,306-304
-103.0,0.9344,10.0,10.0,11.0,2.0,306-304
-101.0,2.7423999999999995,10.0,10.0,11.0,2.0,306-304
-101.0,0.8064000000000001,9.0,9.0,11.0,2.0,306-304
-102.0,4.32,10.0,10.0,11.0,2.0,306-304
-102.0,0.5599999999999999,10.0,10.0,11.0,2.0,306-304
-101.0,0.5823999999999999,9.0,9.0,11.0,2.0,306-304
-101.0,0.6176,9.0,9.0,11.0,2.0,306-304
-104.0,2.4576,8.0,8.0,11.0,2.0,306-304
-102.0,1.2223999999999997,9.0,9.0,11.0,2.0,306-304
-102.0,2.2976,9.0,9.0,11.0,2.0,306-304
-102.0,1.04,10.0,10.0,11.0,2.0,306-304
-109.0,5.6064,5.0,5.0,11.0,2.0,306-304
-101.0,0.5856,8.0,8.0,11.0,2.0,306-304
-101.0,1.84,8.0,8.0,11.0,2.0,306-304
-101.0,0.9504,8.0,8.0,11.0,2.0,306-304
-100.0,1.1583999999999997,8.0,8.0,11.0,2.0,306-304
-102.0,0.4544,7.0,7.0,11.0,2.0,306-304
-104.0,2.1184,8.0,8.0,11.0,2.0,306-304
-101.0,0.4000000000000001,8.0,8.0,11.0,2.0,306-304
-99.0,2.4544,10.0,10.0,11.0,2.0,306-304
-105.0,2.72,8.0,8.0,11.0,2.0,306-304
-103.0,1.3536,9.0,9.0,11.0,2.0,306-304
-102.0,0.72,9.0,9.0,11.0,2.0,306-304
-100.0,2.6176,9.0,9.0,11.0,2.0,306-304
-103.0,3.4496,9.0,9.0,11.0,2.0,306-304
-102.0,1.4176000000000002,9.0,9.0,11.0,2.0,306-304
-101.0,1.6896000000000004,9.0,9.0,11.0,2.0,306-304
-96.0,0.9984,10.0,10.0,11.0,2.0,306-304
-101.0,1.0624,8.0,8.0,11.0,2.0,306-304
-103.0,1.0016,9.0,9.0,11.0,2.0,306-304
-103.0,1.0176000000000005,9.0,9.0,11.0,2.0,306-304
-104.0,0.9504,8.0,8.0,11.0,2.0,306-304
-103.0,0.9024,9.0,9.0,11.0,2.0,306-304
-105.0,0.7135999999999999,7.0,7.0,11.0,2.0,306-304
-102.0,1.4176000000000002,9.0,9.0,11.0,2.0,306-304
-98.0,1.8816,10.0,10.0,11.0,2.0,306-304
-102.0,1.6576000000000002,10.0,10.0,11.0,2.0,306-304
-99.0,9.142400000000002,9.0,9.0,11.0,2.0,306和304之间
-103.0,1.12,9.0,9.0,11.0,2.0,306和304之间
-102.0,1.36,9.0,9.0,11.0,2.0,306和304之间
-110.0,8.3104,4.0,4.0,11.0,2.0,306和304之间
-101.0,1.1776000000000002,8.0,8.0,11.0,2.0,306和304之间
-102.0,1.6,7.0,7.0,11.0,2.0,306和304之间
-101.0,1.8464,8.0,8.0,11.0,2.0,306和304之间
-101.0,1.5263999999999998,7.0,7.0,11.0,2.0,306和304之间
-103.0,1.6735999999999998,10.0,10.0,11.0,2.0,306和304之间
-102.0,5.919999999999999,9.0,9.0,11.0,2.0,306和304之间
-103.0,2.7903999999999995,9.0,9.0,11.0,2.0,306和304之间
-102.0,1.2544,9.0,9.0,11.0,2.0,306和304之间
-101.0,1.28,10.0,10.0,11.0,2.0,306和304之间
-103.0,0.9344,10.0,10.0,11.0,2.0,306和304之间
-101.0,2.7423999999999995,10.0,10.0,11.0,2.0,306和304之间
-101.0,0.8064000000000001,9.0,9.0,11.0,2.0,306和304之间
-102.0,4.32,10.0,10.0,11.0,2.0,306和304之间
-102.0,0.5599999999999999,10.0,10.0,11.0,2.0,306和304之间
-101.0,0.5823999999999999,9.0,9.0,11.0,2.0,306和304之间
-101.0,0.6176,9.0,9.0,11.0,2.0,306和304之间
-104.0,2.4576,8.0,8.0,11.0,2.0,306和304之间
-102.0,1.2223999999999997,9.0,9.0,11.0,2.0,306和304之间
-102.0,2.2976,9.0,9.0,11.0,2.0,306和304之间
-102.0,1.04,10.0,10.0,11.0,2.0,306和304之间
-109.0,5.6064,5.0,5.0,11.0,2.0,306和304之间
-101.0,0.5856,8.0,8.0,11.0,2.0,306和304之间
-101.0,1.84,8.0,8.0,11.0,2.0,306和304之间
-101.0,0.9504,8.0,8.0,11.0,2.0,306和304之间
-100.0,1.1583999999999997,8.0,8.0,11.0,2.0,306和304之间
-102.0,0.4544,7.0,7.0,11.0,2.0,306和304之间
-104.0,2.1184,8.0,8.0,11.0,2.0,306和304之间
-101.0,0.4000000000000001,8.0,8.0,11.0,2.0,306和304之间
-99.0,2.4544,10.0,10.0,11.0,2.0,306和304之间
-105.0,2.72,8.0,8.0,11.0,2.0,306和304之间
-103.0,1.3536,9.0,9.0,11.0,2.0,306和304之间
-102.0,0.72,9.0,9.0,11.0,2.0,306和304之间
-100.0,2.6176,9.0,9.0,11.0,2.0,306和304之间
-103.0,3.4496,9.0,9.0,11.0,2.0,306和304之间
-102.0,1.4176000000000002,9.0,9.0,11.0,2.0,306和304之间
-101.0,1.6896000000000004,9.0,9.0,11.0,2.0,306和304之间
-96.0,0.9984,10.0,10.0,11.0,2.0,306和304之间
-101.0,1.0624,8.0,8.0,11.0,2.0,306和304之间
-103.0,1.0016,9.0,9.0,11.0,2.0,306和304之间
-103.0,1.0176000000000005,9.0,9.0,11.0,2.0,306和304之间
-104.0,0.9504,8.0,8.0,11.0,2.0,306和304之间
-103.0,0.9024,9.0,9.0,11.0,2.0,306和304之间
-105.0,0.7135999999999999,7.0,7.0,11.0,2.0,306和304之间
-102.0,1.4176000000000002,9.0,9.0,11.0,2.0,306和304之间
-98.0,1.8816,10.0,10.0,11.0,2.0,306和304之间
-102.0,1.6576000000000002,10.0,10.0,11.0,2.0,306和304之间
-103.0,12.56,8.0,8.0,11.0,2.0,308.0
-98.0,6.393599999999999,9.0,9.0,11.0,2.0,308.0
-99.0,1.5584,10.0,10.0,11.0,2.0,308.0
-102.0,1.0944,9.0,9.0,11.0,2.0,308.0
-105.0,2.8576,7.0,7.0,11.0,2.0,308.0
-103.0,0.8704000000000001,9.0,9.0,11.0,2.0,308.0
-106.0,1.1744,7.0,7.0,11.0,2.0,308.0
-102.0,0.8704000000000001,9.0,9.0,11.0,2.0,308.0
-101.0,1.1616,8.0,8.0,11.0,2.0,308.0
-101.0,1.04,7.0,7.0,11.0,2.0,308.0
-102.0,1.2704000000000002,8.0,8.0,11.0,2.0,308.0
-101.0,1.0816,8.0,8.0,11.0,2.0,308.0
-103.0,2.1536,9.0,9.0,11.0,2.0,308.0
-102.0,1.7824,9.0,9.0,11.0,2.0,308.0
-102.0,1.6735999999999998,9.0,9.0,11.0,2.0,308.0
-103.0,0.56,10.0,10.0,11.0,2.0,308.0
-101.0,0.4576,10.0,10.0,11.0,2.0,308.0
-102.0,0.9344,9.0,9.0,11.0,2.0,308.0
-105.0,2.1056000000000004,8.0,8.0,11.0,2.0,308.0
-102.0,2.7584,9.0,9.0,11.0,2.0,308.0
-100.0,0.4704,8.0,8.0,11.0,2.0,308.0
-100.0,0.8704000000000001,8.0,8.0,11.0,2.0,308.0
-101.0,2.4384,8.0,8.0,11.0,2.0,308.0
-100.0,6.239999999999998,9.0,9.0,11.0,2.0,308.0
-94.0,0.88,8.0,8.0,11.0,2.0,308.0
-98.0,0.7744,9.0,9.0,11.0,2.0,308.0
-99.0,0.4736,9.0,9.0,11.0,2.0,308.0
-101.0,0.7616,9.0,9.0,11.0,2.0,308.0
-100.0,2.2816,9.0,9.0,11.0,2.0,308.0
-101.0,1.2096,8.0,8.0,11.0,2.0,308.0
-99.0,1.6895999999999998,8.0,8.0,11.0,2.0,308.0
-100.0,0.3104,9.0,9.0,11.0,2.0,308.0
-99.0,0.9216,9.0,9.0,11.0,2.0,308.0
-100.0,0.4896,9.0,9.0,11.0,2.0,308.0
-100.0,0.4064000000000001,8.0,8.0,11.0,2.0,308.0
-100.0,0.5664000000000001,9.0,9.0,11.0,2.0,308.0
-99.0,0.7456,9.0,9.0,11.0,2.0,308.0
-99.0,1.0784,9.0,9.0,11.0,2.0,308.0
-100.0,0.4096,9.0,9.0,11.0,2.0,308.0
-103.0,2.3904,9.0,9.0,11.0,2.0,308.0
-101.0,0.8096000000000001,10.0,10.0,11.0,2.0,308.0
-102.0,0.5344000000000001,9.0,9.0,11.0,2.0,308.0
-101.0,0.56,7.0,7.0,11.0,2.0,308.0
-101.0,0.5536,8.0,8.0,11.0,2.0,308.0
-101.0,0.9504000000000002,8.0,8.0,11.0,2.0,308.0
-101.0,1.2704000000000002,8.0,8.0,11.0,2.0,308.0
-98.0,9.2384,9.0,9.0,11.0,2.0,308.0
-102.0,3.9744,9.0,9.0,11.0,2.0,308.0
-101.0,1.7024,8.0,8.0,11.0,2.0,308.0
-101.0,0.6624000000000001,8.0,8.0,11.0,2.0,308.0
-88.0,1.0816,8.0,8.0,11.0,2.0,312
-87.0,1.5584,10.0,10.0,11.0,2.0,312
-86.0,1.28,10.0,10.0,11.0,2.0,312
-86.0,1.9904,10.0,10.0,11.0,2.0,312
-87.0,0.6400000000000001,10.0,10.0,11.0,2.0,312
-88.0,0.7104,9.0,9.0,11.0,2.0,312
-88.0,0.9824,9.0,9.0,11.0,2.0,312
-87.0,0.9344,9.0,9.0,11.0,2.0,312
-86.0,3.8816,10.0,10.0,11.0,2.0,312
-88.0,2.8000000000000007,9.0,9.0,11.0,2.0,312
-86.0,0.6976000000000002,10.0,10.0,11.0,2.0,312
-85.0,1.7983999999999998,10.0,10.0,11.0,2.0,312
-86.0,0.9216,9.0,9.0,11.0,2.0,312
-86.0,1.7216000000000002,10.0,10.0,11.0,2.0,312
-85.0,0.9184,10.0,10.0,11.0,2.0,312
-87.0,1.5616,10.0,10.0,11.0,2.0,312
-86.0,0.7456,9.0,9.0,11.0,2.0,312
-87.0,2.3904,9.0,9.0,11.0,2.0,312
-87.0,0.9984,10.0,10.0,11.0,2.0,312
-86.0,0.9216,10.0,10.0,11.0,2.0,312
-86.0,2.24,10.0,10.0,11.0,2.0,312
-87.0,1.8976,9.0,9.0,11.0,2.0,312
-86.0,1.5456000000000003,9.0,9.0,11.0,2.0,312
-87.0,1.0944,9.0,9.0,11.0,2.0,312
-86.0,0.8256,10.0,10.0,11.0,2.0,312
-86.0,2.16,10.0,10.0,11.0,2.0,312
-86.0,1.0144,10.0,10.0,11.0,2.0,312
-88.0,0.72,9.0,9.0,11.0,2.0,312
-87.0,0.6176,9.0,9.0,11.0,2.0,312
-87.0,0.8256,9.0,9.0,11.0,2.0,312
-87.0,0.4864,10.0,10.0,11.0,2.0,312
-86.0,1.6256000000000004,10.0,10.0,11.0,2.0,312
-88.0,0.4096,8.0,8.0,11.0,2.0,312
-92.0,8.7904,9.0,9.0,11.0,2.0,312
-86.0,0.7103999999999999,10.0,10.0,11.0,2.0,312
-86.0,0.9856,9.0,9.0,11.0,2.0,312
-86.0,1.0656,10.0,10.0,11.0,2.0,312
-88.0,0.8223999999999999,10.0,10.0,11.0,2.0,312
-87.0,0.8736000000000002,10.0,10.0,11.0,2.0,312
-86.0,1.7344,10.0,10.0,11.0,2.0,312
-87.0,0.9184,9.0,9.0,11.0,2.0,312
-87.0,1.6256000000000004,9.0,9.0,11.0,2.0,312
-87.0,0.6624000000000001,10.0,10.0,11.0,2.0,312
-87.0,0.9056,9.0,9.0,11.0,2.0,312
-87.0,0.8416000000000001,10.0,10.0,11.0,2.0,312
-87.0,1.7664,9.0,9.0,11.0,2.0,312
-87.0,0.6624,10.0,10.0,11.0,2.0,312
-87.0,0.6144000000000001,9.0,9.0,11.0,2.0,312
-87.0,1.1935999999999998,9.0,9.0,11.0,2.0,312
-85.0,1.0623999999999998,10.0,10.0,11.0,2.0,312
-86.0,1.6223999999999998,9.0,9.0,11.0,2.0,318
-83.0,0.6464000000000002,8.0,8.0,11.0,2.0,318
-84.0,6.3744000000000005,8.0,8.0,11.0,2.0,318
-82.0,0.7104,8.0,8.0,11.0,2.0,318
-84.0,2.7743999999999995,10.0,10.0,11.0,2.0,318
-85.0,1.7695999999999998,10.0,10.0,11.0,2.0,318
-86.0,1.7696000000000005,8.0,8.0,11.0,2.0,318
-84.0,1.2256000000000002,9.0,9.0,11.0,2.0,318
-85.0,0.9536,9.0,9.0,11.0,2.0,318
-84.0,0.6176,10.0,10.0,11.0,2.0,318
-81.0,4.6304,8.0,8.0,11.0,2.0,318
-84.0,0.9376000000000002,10.0,10.0,11.0,2.0,318
-84.0,0.8223999999999999,10.0,10.0,11.0,2.0,318
-83.0,0.6656,10.0,10.0,11.0,2.0,318
-83.0,1.3376,10.0,10.0,11.0,2.0,318
-83.0,0.8000000000000002,10.0,10.0,11.0,2.0,318
-84.0,0.8064000000000001,10.0,10.0,11.0,2.0,318
-86.0,2.0704,8.0,8.0,11.0,2.0,318
-83.0,2.0,10.0,10.0,11.0,2.0,318
-83.0,1.0496,10.0,10.0,11.0,2.0,318
-86.0,1.7984,9.0,9.0,11.0,2.0,318
-83.0,1.2,8.0,8.0,11.0,2.0,318
-85.0,0.9983999999999998,9.0,9.0,11.0,2.0,318
-83.0,0.9983999999999998,10.0,10.0,11.0,2.0,318
-85.0,4.166399999999999,9.0,9.0,11.0,2.0,318
-83.0,0.8704000000000001,10.0,10.0,11.0,2.0,318
-84.0,0.8064,9.0,9.0,11.0,2.0,318
-85.0,1.52,9.0,9.0,11.0,2.0,318
-84.0,0.8416,10.0,10.0,11.0,2.0,318
-83.0,0.8896000000000001,10.0,10.0,11.0,2.0,318
-84.0,1.3536,10.0,10.0,11.0,2.0,318
-84.0,0.8064000000000001,10.0,10.0,11.0,2.0,318
-83.0,1.7216000000000002,10.0,10.0,11.0,2.0,318
-83.0,0.6016,8.0,8.0,11.0,2.0,318
-84.0,1.12,10.0,10.0,11.0,2.0,318
-85.0,1.2224000000000002,9.0,9.0,11.0,2.0,318
-82.0,1.0336,8.0,8.0,11.0,2.0,318
-84.0,0.7135999999999999,9.0,9.0,11.0,2.0,318
-83.0,2.24,9.0,9.0,11.0,2.0,318
-86.0,1.0816,8.0,8.0,11.0,2.0,318
-85.0,1.3696000000000002,9.0,9.0,11.0,2.0,318
-84.0,1.0176000000000005,9.0,9.0,11.0,2.0,318
-83.0,2.1056000000000004,10.0,10.0,11.0,2.0,318
-84.0,0.9184,9.0,9.0,11.0,2.0,318
-84.0,0.5856,10.0,10.0,11.0,2.0,318
-83.0,0.3296,9.0,9.0,11.0,2.0,318
-83.0,1.12,10.0,10.0,11.0,2.0,318
-82.0,1.2,10.0,10.0,11.0,2.0,318
-84.0,0.5696,7.0,7.0,11.0,2.0,318
-83.0,0.3583999999999999,10.0,10.0,11.0,2.0,318
-77.0,0.9024,10.0,10.0,11.0,2.0,322
-78.0,1.1744,9.0,9.0,11.0,2.0,322
-79.0,1.3856000000000004,10.0,10.0,11.0,2.0,322
-78.0,2.3616,10.0,10.0,11.0,2.0,322
-81.0,1.0496,9.0,9.0,11.0,2.0,322
-79.0,1.84,10.0,10.0,11.0,2.0,322
-79.0,0.7776000000000002,9.0,9.0,11.0,2.0,322
-78.0,1.5903999999999998,9.0,9.0,11.0,2.0,322
-79.0,0.7135999999999999,10.0,10.0,11.0,2.0,322
-79.0,0.9216,9.0,9.0,11.0,2.0,322
-79.0,1.3376,9.0,9.0,11.0,2.0,322
-79.0,1.5199999999999998,10.0,10.0,11.0,2.0,322
-81.0,1.1776000000000002,9.0,9.0,11.0,2.0,322
-79.0,1.6799999999999995,10.0,10.0,11.0,2.0,322
-78.0,0.9856,10.0,10.0,11.0,2.0,322
-78.0,1.6224000000000005,10.0,10.0,11.0,2.0,322
-78.0,1.04,10.0,10.0,11.0,2.0,322
-78.0,1.7056000000000002,10.0,10.0,11.0,2.0,322
-81.0,1.0016000000000005,10.0,10.0,11.0,2.0,322
-79.0,1.36,10.0,10.0,11.0,2.0,322
-79.0,0.7776000000000002,9.0,9.0,11.0,2.0,322
-79.0,2.0384,10.0,10.0,11.0,2.0,322
-79.0,1.76,10.0,10.0,11.0,2.0,322
-78.0,1.1584,10.0,10.0,11.0,2.0,322
-78.0,1.3984,10.0,10.0,11.0,2.0,322
-79.0,3.28,9.0,9.0,11.0,2.0,322
-78.0,2.7200000000000006,10.0,10.0,11.0,2.0,322
-78.0,1.4656000000000002,9.0,9.0,11.0,2.0,322
-78.0,1.4976000000000005,10.0,10.0,11.0,2.0,322
-79.0,1.8016,10.0,10.0,11.0,2.0,322
-78.0,0.9184,10.0,10.0,11.0,2.0,322
-78.0,1.3184,10.0,10.0,11.0,2.0,322
-78.0,1.0656,10.0,10.0,11.0,2.0,322
-78.0,1.9424,10.0,10.0,11.0,2.0,322
-78.0,0.9856,10.0,10.0,11.0,2.0,322
-78.0,1.76,10.0,10.0,11.0,2.0,322
-81.0,0.88,9.0,9.0,11.0,2.0,322
-78.0,1.28,10.0,10.0,11.0,2.0,322
-82.0,2.6015999999999995,9.0,9.0,11.0,2.0,322
-79.0,0.6976,9.0,9.0,11.0,2.0,322
-79.0,1.2,10.0,10.0,11.0,2.0,322
-81.0,0.9984,9.0,9.0,11.0,2.0,322
-79.0,0.9856,9.0,9.0,11.0,2.0,322
-78.0,2.3456,10.0,10.0,11.0,2.0,322
-79.0,0.8864000000000002,9.0,9.0,11.0,2.0,322
-79.0,2.0416,10.0,10.0,11.0,2.0,322
-78.0,1.3536,10.0,10.0,11.0,2.0,322
-78.0,1.0784,10.0,10.0,11.0,2.0,322
-78.0,1.4304,10.0,10.0,11.0,2.0,322
-79.0,1.6895999999999998,9.0,9.0,11.0,2.0,322
-78.0,5.2096,8.0,8.0,11.0,2.0,328
-81.0,4.24,10.0,10.0,11.0,2.0,328
-79.0,2.6656,9.0,9.0,11.0,2.0,328
-74.0,10.774399999999998,9.0,9.0,11.0,2.0,328
-77.0,2.2976,8.0,8.0,11.0,2.0,328
-77.0,6.7456000000000005,9.0,9.0,11.0,2.0,328
-78.0,13.0624,10.0,10.0,11.0,2.0,328
-78.0,4.025600000000001,9.0,9.0,11.0,2.0,328
-75.0,1.3696000000000002,10.0,10.0,11.0,2.0,328
-77.0,1.92,9.0,9.0,11.0,2.0,328
-76.0,0.8223999999999999,9.0,9.0,11.0,2.0,328
-81.0,3.1904000000000003,10.0,10.0,11.0,2.0,328
-79.0,2.3104,10.0,10.0,11.0,2.0,328
-76.0,0.7424,9.0,9.0,11.0,2.0,328
-77.0,1.0336,9.0,9.0,11.0,2.0,328
-77.0,0.9184,9.0,9.0,11.0,2.0,328
-77.0,1.2799999999999998,8.0,8.0,11.0,2.0,328
-76.0,1.5744,9.0,9.0,11.0,2.0,328
-77.0,0.5344000000000001,8.0,8.0,11.0,2.0,328
-79.0,3.9936,10.0,10.0,11.0,2.0,328
-76.0,1.8304,9.0,9.0,11.0,2.0,328
-74.0,2.4064,9.0,9.0,11.0,2.0,328
-75.0,0.88,8.0,8.0,11.0,2.0,328
-76.0,2.7936,8.0,8.0,11.0,2.0,328
-84.0,7.1616,9.0,9.0,11.0,2.0,328
-76.0,0.3616,8.0,8.0,11.0,2.0,328
-76.0,0.5024000000000001,8.0,8.0,11.0,2.0,328
-77.0,3.158399999999999,8.0,8.0,11.0,2.0,328
-76.0,2.4,8.0,8.0,11.0,2.0,328
-77.0,0.8576,7.0,7.0,11.0,2.0,328
-76.0,1.7535999999999998,8.0,8.0,11.0,2.0,328
-82.0,5.3504,9.0,9.0,11.0,2.0,328
-77.0,0.9056,9.0,9.0,11.0,2.0,328
