rssi,average_rssi,snr,average_snr,sf,tp,location_id
-102.0,-101.0,6.0,6.0,9.0,2.0,324
-101.0,-101.0,6.0,6.0,9.0,2.0,324
-100.0,-101.0,6.0,6.0,9.0,2.0,324
-101.0,-101.0,6.0,6.0,9.0,2.0,324
-101.0,-101.0,6.0,6.0,9.0,2.0,324
-100.0,-101.0,6.0,6.0,9.0,2.0,324
-101.0,-101.0,6.0,6.0,9.0,2.0,324
-100.0,-101.0,6.0,6.0,9.0,2.0,324
-101.0,-101.0,6.0,6.0,9.0,2.0,324
-99.0,-101.0,6.0,6.0,9.0,2.0,324
-99.0,-101.0,6.0,6.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-92.0,-91.0,9.0,9.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-94.0,-91.0,9.0,9.0,9.0,2.0,324
-95.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-95.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-91.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-90.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-91.0,-91.0,9.0,9.0,9.0,2.0,324
-95.0,-91.0,9.0,9.0,9.0,2.0,324
-94.0,-91.0,9.0,9.0,9.0,2.0,324
-95.0,-91.0,9.0,9.0,9.0,2.0,324
-93.0,-91.0,9.0,9.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-92.0,-91.0,9.0,9.0,9.0,2.0,324
-88.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-90.0,-91.0,9.0,9.0,9.0,2.0,324
-91.0,-91.0,9.0,9.0,9.0,2.0,324
-89.0,-91.0,9.0,9.0,9.0,2.0,324
-91.0,-94.0,8.0,8.0,9.0,2.0,324
-91.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-94.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-99.0,-94.0,8.0,8.0,9.0,2.0,324
-99.0,-94.0,8.0,8.0,9.0,2.0,324
-97.0,-94.0,8.0,8.0,9.0,2.0,324
-94.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-94.0,-94.0,8.0,8.0,9.0,2.0,324
-94.0,-94.0,8.0,8.0,9.0,2.0,324
-91.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-103.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-99.0,-102.0,7.0,7.0,9.0,2.0,324
-105.0,-102.0,7.0,7.0,9.0,2.0,324
-105.0,-102.0,7.0,7.0,9.0,2.0,324
-99.0,-102.0,7.0,7.0,9.0,2.0,324
-105.0,-102.0,7.0,7.0,9.0,2.0,324
-99.0,-102.0,7.0,7.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-106.0,-102.0,7.0,7.0,9.0,2.0,324
-105.0,-102.0,7.0,7.0,9.0,2.0,324
-106.0,-102.0,7.0,7.0,9.0,2.0,324
-103.0,-102.0,7.0,7.0,9.0,2.0,324
-99.0,-102.0,7.0,7.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-103.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-99.0,-102.0,7.0,7.0,9.0,2.0,324
-102.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-102.0,7.0,7.0,9.0,2.0,324
-101.0,-102.0,7.0,7.0,9.0,2.0,324
-100.0,-101.0,7.0,7.0,9.0,2.0,324
-103.0,-101.0,7.0,7.0,9.0,2.0,324
-103.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-98.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-98.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-101.0,-101.0,7.0,7.0,9.0,2.0,324
-105.0,-101.0,7.0,7.0,9.0,2.0,324
-98.0,-101.0,7.0,7.0,9.0,2.0,324
-103.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-101.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-98.0,-101.0,7.0,7.0,9.0,2.0,324
-100.0,-101.0,7.0,7.0,9.0,2.0,324
-105.0,-101.0,7.0,7.0,9.0,2.0,324
-103.0,-101.0,7.0,7.0,9.0,2.0,324
-106.0,-101.0,7.0,7.0,9.0,2.0,324
-104.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-104.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-99.0,-101.0,7.0,7.0,9.0,2.0,324
-103.0,-101.0,7.0,7.0,9.0,2.0,324
-102.0,-101.0,7.0,7.0,9.0,2.0,324
-105.0,-101.0,7.0,7.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-110.0,-115.0,-3.0,-3.0,9.0,2.0,324
-110.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-113.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-113.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-110.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-111.0,-115.0,-3.0,-3.0,9.0,2.0,324
-111.0,-115.0,-3.0,-3.0,9.0,2.0,324
-111.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-112.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-114.0,-115.0,-3.0,-3.0,9.0,2.0,324
-116.0,-115.0,-3.0,-3.0,9.0,2.0,324
-114.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-113.0,-115.0,-3.0,-3.0,9.0,2.0,324
-114.0,-115.0,-3.0,-3.0,9.0,2.0,324
-113.0,-115.0,-3.0,-3.0,9.0,2.0,324
-115.0,-115.0,-3.0,-3.0,9.0,2.0,324
-111.0,-122.0,-7.0,-7.0,9.0,2.0,324
-112.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-114.0,-122.0,-7.0,-7.0,9.0,2.0,324
-114.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-116.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-114.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-116.0,-122.0,-7.0,-7.0,9.0,2.0,324
-117.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-114.0,-122.0,-7.0,-7.0,9.0,2.0,324
-116.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-117.0,-122.0,-7.0,-7.0,9.0,2.0,324
-116.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-113.0,-122.0,-7.0,-7.0,9.0,2.0,324
-114.0,-122.0,-7.0,-7.0,9.0,2.0,324
-115.0,-122.0,-7.0,-7.0,9.0,2.0,324
-118.0,-122.0,-7.0,-7.0,9.0,2.0,324
-116.0,-122.0,-7.0,-7.0,9.0,2.0,324
-98.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-98.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-104.0,-99.0,8.0,8.0,9.0,2.0,324
-105.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-98.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-100.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-98.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-100.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-101.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-97.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-100.0,-99.0,8.0,8.0,9.0,2.0,324
-96.0,-99.0,8.0,8.0,9.0,2.0,324
-103.0,-99.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-99.0,-96.0,8.0,8.0,9.0,2.0,324
-103.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-103.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-96.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-99.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-96.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-101.0,-96.0,8.0,8.0,9.0,2.0,324
-98.0,-96.0,8.0,8.0,9.0,2.0,324
-103.0,-96.0,8.0,8.0,9.0,2.0,324
-101.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-101.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-95.0,-96.0,8.0,8.0,9.0,2.0,324
-100.0,-96.0,8.0,8.0,9.0,2.0,324
-99.0,-96.0,8.0,8.0,9.0,2.0,324
-96.0,-96.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-97.0,-94.0,8.0,8.0,9.0,2.0,324
-91.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-99.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-94.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-101.0,-94.0,8.0,8.0,9.0,2.0,324
-96.0,-94.0,8.0,8.0,9.0,2.0,324
-99.0,-94.0,8.0,8.0,9.0,2.0,324
-97.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-97.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-93.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-95.0,-94.0,8.0,8.0,9.0,2.0,324
-97.0,-94.0,8.0,8.0,9.0,2.0,324
-92.0,-94.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-89.0,-86.0,8.0,8.0,9.0,2.0,324
-85.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-89.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-85.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-86.0,-86.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-88.0,-86.0,8.0,8.0,9.0,2.0,324
-87.0,-86.0,8.0,8.0,9.0,2.0,324
-89.0,-86.0,8.0,8.0,9.0,2.0,324
-85.0,-86.0,8.0,8.0,9.0,2.0,324
-84.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-87.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-82.0,-86.0,8.0,8.0,9.0,2.0,324
-86.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-83.0,-86.0,8.0,8.0,9.0,2.0,324
-82.0,-86.0,8.0,8.0,9.0,2.0,324
-82.0,-86.0,8.0,8.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-97.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-97.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-95.0,6.0,6.0,9.0,2.0,324
-95.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-99.0,-95.0,6.0,6.0,9.0,2.0,324
-97.0,-95.0,6.0,6.0,9.0,2.0,324
-100.0,-95.0,6.0,6.0,9.0,2.0,324
-95.0,-95.0,6.0,6.0,9.0,2.0,324
-98.0,-95.0,6.0,6.0,9.0,2.0,324
-95.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-100.0,-95.0,6.0,6.0,9.0,2.0,324
-99.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-95.0,-95.0,6.0,6.0,9.0,2.0,324
-99.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-95.0,-95.0,6.0,6.0,9.0,2.0,324
-94.0,-95.0,6.0,6.0,9.0,2.0,324
-93.0,-93.0,8.0,8.0,9.0,2.0,324
-94.0,-93.0,8.0,8.0,9.0,2.0,324
-99.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-94.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-99.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-97.0,-93.0,8.0,8.0,9.0,2.0,324
-93.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-92.0,-93.0,8.0,8.0,9.0,2.0,324
-93.0,-93.0,8.0,8.0,9.0,2.0,324
-94.0,-93.0,8.0,8.0,9.0,2.0,324
-97.0,-93.0,8.0,8.0,9.0,2.0,324
-99.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-99.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-91.0,-93.0,8.0,8.0,9.0,2.0,324
-90.0,-93.0,8.0,8.0,9.0,2.0,324
-97.0,-93.0,8.0,8.0,9.0,2.0,324
-97.0,-93.0,8.0,8.0,9.0,2.0,324
-90.0,-93.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-92.0,-91.0,8.0,8.0,9.0,2.0,324
-95.0,-91.0,8.0,8.0,9.0,2.0,324
-88.0,-91.0,8.0,8.0,9.0,2.0,324
-88.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-88.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-97.0,-91.0,8.0,8.0,9.0,2.0,324
-88.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-93.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-88.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-94.0,-91.0,8.0,8.0,9.0,2.0,324
-92.0,-91.0,8.0,8.0,9.0,2.0,324
-95.0,-91.0,8.0,8.0,9.0,2.0,324
-95.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-95.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-92.0,-91.0,8.0,8.0,9.0,2.0,324
-94.0,-91.0,8.0,8.0,9.0,2.0,324
-95.0,-91.0,8.0,8.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-92.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-92.0,-95.0,7.0,7.0,9.0,2.0,324
-92.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-92.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-96.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-92.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-95.0,-95.0,7.0,7.0,9.0,2.0,324
-100.0,-95.0,7.0,7.0,9.0,2.0,324
-99.0,-95.0,7.0,7.0,9.0,2.0,324
-98.0,-95.0,7.0,7.0,9.0,2.0,324
-97.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-95.0,-95.0,7.0,7.0,9.0,2.0,324
-100.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-95.0,-95.0,7.0,7.0,9.0,2.0,324
-93.0,-95.0,7.0,7.0,9.0,2.0,324
-95.0,-95.0,7.0,7.0,9.0,2.0,324
-99.0,-95.0,7.0,7.0,9.0,2.0,324
-94.0,-95.0,7.0,7.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-89.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-93.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-91.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-92.0,-91.0,8.0,8.0,9.0,2.0,324
-90.0,-91.0,8.0,8.0,9.0,2.0,324
-93.0,-91.0,8.0,8.0,9.0,2.0,324
-97.0,-91.0,8.0,8.0,9.0,2.0,324
