feature,label,true_x,true_y
[-0.69494164 -0.7117571  -0.689558    0.23682761  0.9166667   0.16666667],3,45.264,11.808
[-0.70067585 -0.7264337  -0.7393658   0.3717527   0.9166667   0.16666667],3,45.264,11.808
[-0.70063734 -0.69092757 -0.6768045   0.39992955  0.9166667   0.16666667],3,45.264,11.808
[-0.6823967  -0.7376539  -0.6947954   0.34892187  0.9166667   0.16666667],3,45.264,11.808
[-0.695659   -0.7097766  -0.712241    0.196912    0.9166667   0.16666667],3,45.264,11.808
[-0.71076816 -0.7450631  -0.69511706  0.29479674  0.9166667   0.16666667],3,45.264,11.808
[-0.7117603  -0.73039156 -0.7107873   0.2637352   0.9166667   0.16666667],3,45.264,11.808
[-0.6814621  -0.69965976 -0.70282936  0.39048916  0.9166667   0.16666667],3,45.264,11.808
[-0.67471164 -0.6743978  -0.6542227   0.31916222  0.9166667   0.16666667],3,45.264,11.808
[-0.67619985 -0.69837004 -0.6824268   0.46638647  0.9166667   0.16666667],3,45.264,11.808
[-0.6710265  -0.6908532  -0.68642795  0.40515685  0.9166667   0.16666667],3,45.264,11.808
[-0.6933541  -0.71104527 -0.7117445   0.41419265  0.9166667   0.16666667],3,45.264,11.808
[-0.680622   -0.7255647  -0.7225238   0.20558982  0.9166667   0.16666667],3,45.264,11.808
[-0.69992584 -0.70959496 -0.7013514   0.29699942  0.9166667   0.16666667],3,45.264,11.808
[-0.672843   -0.6889974  -0.6732319   0.38445783  0.9166667   0.16666667],3,45.264,11.808
[-0.6912609  -0.7059914  -0.64772755  0.3166045   0.9166667   0.16666667],3,45.264,11.808
[-0.69201386 -0.7134772  -0.7090838   0.317434    0.9166667   0.16666667],3,45.264,11.808
[-0.68354535 -0.7053576  -0.68175775  0.28907272  0.9166667   0.16666667],3,45.264,11.808
[-0.6760272  -0.6992485  -0.71163344  0.38765168  0.9166667   0.16666667],3,45.264,11.808
[-0.7033936  -0.71000206 -0.7138253   0.19183247  0.9166667   0.16666667],3,45.264,11.808
[-0.7046009  -0.7297363  -0.7261945   0.21255603  0.9166667   0.16666667],3,45.264,11.808
[-0.6863112  -0.69342124 -0.7114875   0.34671295  0.9166667   0.16666667],3,45.264,11.808
[-0.6879276  -0.7109521  -0.7293848   0.37469968  0.9166667   0.16666667],3,45.264,11.808
[-0.6866668  -0.7219088  -0.69238305  0.21194297  0.9166667   0.16666667],3,45.264,11.808
[-0.7111132  -0.70335567 -0.69279546  0.39689502  0.9166667   0.16666667],3,45.264,11.808
[-0.6917284  -0.7118774  -0.7070752   0.34983528  0.9166667   0.16666667],3,45.264,11.808
[-0.6967842  -0.6727129  -0.7052039   0.35013807  0.9166667   0.16666667],3,45.264,11.808
[-0.70697933 -0.7171639  -0.7246329   0.2776593   0.9166667   0.16666667],3,45.264,11.808
[-0.68514395 -0.7242263  -0.6992221   0.40537396  0.9166667   0.16666667],3,45.264,11.808
[-0.6916626  -0.71181846 -0.7172628   0.24812913  0.9166667   0.16666667],3,45.264,11.808
[-0.6917636  -0.69783366 -0.70915467  0.31683978  0.9166667   0.16666667],3,45.264,11.808
[-0.6959393  -0.7191259  -0.7118724   0.30813295  0.9166667   0.16666667],3,45.264,11.808
[-0.6912857  -0.70291287 -0.7081527   0.2893335   0.9166667   0.16666667],3,45.264,11.808
[-0.68787354 -0.7337139  -0.7297903   0.32870296  0.9166667   0.16666667],3,45.264,11.808
[-0.721717   -0.7205852  -0.6715439   0.28752002  0.9166667   0.16666667],3,45.264,11.808
[-0.68179435 -0.7156497  -0.6630357   0.3923951   0.9166667   0.16666667],3,45.264,11.808
[-0.693753   -0.70024407 -0.6896205   0.2699468   0.9166667   0.16666667],3,45.264,11.808
[-0.68254465 -0.6974023  -0.6733187   0.36199468  0.9166667   0.16666667],3,45.264,11.808
[-0.70552254 -0.7245484  -0.71685696  0.27234215  0.9166667   0.16666667],3,45.264,11.808
[-0.7265663  -0.71271527 -0.6846864   0.36692986  0.9166667   0.16666667],3,45.264,11.808
[-0.6996142  -0.71649003 -0.70283914  0.3055363   0.9166667   0.16666667],3,45.264,11.808
[-0.7099423  -0.7263966  -0.72385645  0.1782528   0.9166667   0.16666667],3,45.264,11.808
[-0.7476656  -0.71328723 -0.7414626   0.21864957  0.9166667   0.16666667],3,45.264,11.808
[-0.7046945  -0.7168156  -0.69823384  0.26959142  0.9166667   0.16666667],3,45.264,11.808
[-0.70621866 -0.71713537 -0.71483773  0.27926594  0.9166667   0.16666667],3,45.264,11.808
[-0.69319755 -0.6505964  -0.6565576   0.3697539   0.9166667   0.16666667],3,45.264,11.808
[-0.6763562  -0.69391847 -0.68665946  0.16005592  0.9166667   0.16666667],3,45.264,11.808
[-0.7180952  -0.7182968  -0.7082131   0.28264263  0.9166667   0.16666667],3,45.264,11.808
[-0.6906112  -0.6929967  -0.6706906   0.38435557  0.9166667   0.16666667],3,45.264,11.808
[-0.66467804 -0.6845095  -0.71374863  0.35984233  0.9166667   0.16666667],3,45.264,11.808
[-0.67222595 -0.7072302  -0.67054737  0.36935705  0.9166667   0.16666667],3,45.264,11.808
[-0.69069266 -0.71697956 -0.70120233  0.35742027  0.9166667   0.16666667],3,45.264,11.808
[-0.69435984 -0.70957273 -0.7048523   0.28265622  0.9166667   0.16666667],3,45.264,11.808
[-0.70997286 -0.6897325  -0.7066115   0.32457554  0.9166667   0.16666667],3,45.264,11.808
[-0.73325187 -0.7145998  -0.7230557   0.24980828  0.9166667   0.16666667],3,45.264,11.808
[-0.6617836  -0.73454803 -0.6888205   0.3201917   0.9166667   0.16666667],3,45.264,11.808
[-0.72227705 -0.7236965  -0.73635304  0.20670871  0.9166667   0.16666667],3,45.264,11.808
[-0.68752104 -0.7050219  -0.71175295  0.38760078  0.9166667   0.16666667],3,45.264,11.808
[-0.6993881  -0.69827384 -0.6761288   0.3991312   0.9166667   0.16666667],3,45.264,11.808
[-0.70092857 -0.7259775  -0.7094976   0.2731087   0.9166667   0.16666667],3,45.264,11.808
[-0.67265856 -0.6963285  -0.7056135   0.36124694  0.9166667   0.16666667],3,45.264,11.808
[-0.6916002  -0.7014218  -0.6921643   0.38402414  0.9166667   0.16666667],3,45.264,11.808
[-0.69958985 -0.7160212  -0.7148914   0.25630927  0.9166667   0.16666667],3,45.264,11.808
[-0.7246745  -0.7468582  -0.7039895   0.2691502   0.9166667   0.16666667],3,45.264,11.808
[-0.68072903 -0.72664213 -0.7106022   0.19337648  0.9166667   0.16666667],3,45.264,11.808
[-0.7132265  -0.7019042  -0.7073772   0.33159313  0.9166667   0.16666667],3,45.264,11.808
[-0.66613865 -0.7398435  -0.70411175  0.23426336  0.9166667   0.16666667],3,45.264,11.808
[-0.6872745  -0.7233554  -0.7012382   0.3107041   0.9166667   0.16666667],3,45.264,11.808
[-0.689518   -0.71680206 -0.70905405  0.12483046  0.9166667   0.16666667],3,45.264,11.808
[-0.7164584  -0.70763856 -0.7185531   0.23426878  0.9166667   0.16666667],3,45.264,11.808
[-0.7077481  -0.7380059  -0.74696374  0.2941606   0.9166667   0.16666667],3,45.264,11.808
[-0.6842087  -0.70369613 -0.67280984  0.37200302  0.9166667   0.16666667],3,45.264,11.808
[-0.7145022  -0.7147077  -0.7125173   0.27787623  0.9166667   0.16666667],3,45.264,11.808
[-0.7101852  -0.69186944 -0.7258735   0.3440163   0.9166667   0.16666667],3,45.264,11.808
[-0.67517644 -0.6670544  -0.6415215   0.45549768  0.9166667   0.16666667],3,45.264,11.808
[-0.7020311  -0.7216663  -0.7099848   0.2874524   0.9166667   0.16666667],3,45.264,11.808
[-0.6964611  -0.71289486 -0.7107789   0.40472725  0.9166667   0.16666667],3,45.264,11.808
[-0.7169229  -0.71832633 -0.74536246  0.25431648  0.9166667   0.16666667],3,45.264,11.808
[-0.70874137 -0.71343243 -0.711713    0.29779744  0.9166667   0.16666667],3,45.264,11.808
[-0.6977326  -0.72370017 -0.70309263  0.34609464  0.9166667   0.16666667],3,45.264,11.808
[-0.6872638  -0.67664564 -0.7234108   0.3712666   0.9166667   0.16666667],3,45.264,11.808
[-0.68539715 -0.71101713 -0.6993531   0.2246547   0.9166667   0.16666667],3,45.264,11.808
[-0.706194   -0.6877576  -0.7038508   0.28972107  0.9166667   0.16666667],3,45.264,11.808
[-0.6684305  -0.7275007  -0.69121075  0.26134297  0.9166667   0.16666667],3,45.264,11.808
[-0.69053084 -0.7031316  -0.6826197   0.34262794  0.9166667   0.16666667],3,45.264,11.808
[-0.7150673  -0.71933544 -0.72836286  0.24176794  0.9166667   0.16666667],3,45.264,11.808
[-0.7076574  -0.71382856 -0.71328104  0.1553874   0.9166667   0.16666667],3,45.264,11.808
[-0.69060147 -0.68380576 -0.68441534  0.42598513  0.9166667   0.16666667],3,45.264,11.808
[-0.69757074 -0.70358545 -0.70716536  0.32857648  0.9166667   0.16666667],3,45.264,11.808
[-0.6985408  -0.7237763  -0.714648    0.23370452  0.9166667   0.16666667],3,45.264,11.808
[-0.68684006 -0.698726   -0.6740459   0.2547981   0.9166667   0.16666667],3,45.264,11.808
[-0.70550054 -0.7145472  -0.6954974   0.2969151   0.9166667   0.16666667],3,45.264,11.808
[-0.71021545 -0.7178185  -0.72115785  0.26477548  0.9166667   0.16666667],3,45.264,11.808
[-0.7061789  -0.69613606 -0.6982682   0.21920072  0.9166667   0.16666667],3,45.264,11.808
[-0.6784104  -0.7071985  -0.68069756  0.20013142  0.9166667   0.16666667],3,45.264,11.808
[-0.6927334  -0.6987443  -0.69365     0.2800258   0.9166667   0.16666667],3,45.264,11.808
[-0.70387876 -0.7168381  -0.71370745  0.33359617  0.9166667   0.16666667],3,45.264,11.808
[-0.696947   -0.7206362  -0.682766    0.2798884   0.9166667   0.16666667],3,45.264,11.808
[-0.7142384  -0.70566386 -0.72157675  0.25032708  0.9166667   0.16666667],3,45.264,11.808
[-0.69076216 -0.7101324  -0.69048226  0.4091428   0.9166667   0.16666667],3,45.264,11.808
[-0.6805172  -0.7128015  -0.72243947  0.359389    0.9166667   0.16666667],3,45.264,11.808
[-0.7135707  -0.7199603  -0.7253993   0.17412175  0.9166667   0.16666667],3,45.264,11.808
[-0.68693656 -0.7292031  -0.70501536  0.38991222  0.9166667   0.16666667],3,45.264,11.808
[-0.7052399  -0.71185005 -0.66761863  0.39960715  0.9166667   0.16666667],3,45.264,11.808
[-0.679072   -0.6752555  -0.6851219   0.30843437  0.9166667   0.16666667],3,45.264,11.808
[-0.69650567 -0.711477   -0.713755    0.33521628  0.9166667   0.16666667],3,45.264,11.808
[-0.6694417  -0.71828306 -0.6756264   0.41170567  0.9166667   0.16666667],3,45.264,11.808
[-0.6818302  -0.69074047 -0.68361884  0.37278494  0.9166667   0.16666667],3,45.264,11.808
[-0.6615415  -0.71059805 -0.6454596   0.4048591   0.9166667   0.16666667],3,45.264,11.808
[-0.69360733 -0.71485054 -0.6909336   0.20195599  0.9166667   0.16666667],3,45.264,11.808
[-0.6661012  -0.69749725 -0.6507342   0.4236339   0.9166667   0.16666667],3,45.264,11.808
[-0.6954308  -0.72358125 -0.70151556  0.3334311   0.9166667   0.16666667],3,45.264,11.808
[-0.708449   -0.7115848  -0.72241116  0.246454    0.9166667   0.16666667],3,45.264,11.808
[-0.70624536 -0.7313685  -0.72569084  0.20753105  0.9166667   0.16666667],3,45.264,11.808
[-0.701849   -0.71328986 -0.70118374  0.2649743   0.9166667   0.16666667],3,45.264,11.808
[-0.7090768  -0.7097412  -0.685573    0.3210273   0.9166667   0.16666667],3,45.264,11.808
[-0.68821734 -0.73047566 -0.729258    0.23735614  0.9166667   0.16666667],3,45.264,11.808
[-0.68165857 -0.6846486  -0.66469055  0.4179432   0.9166667   0.16666667],3,45.264,11.808
[-0.6884715  -0.6954906  -0.6939902   0.2974639   0.9166667   0.16666667],3,45.264,11.808
[-0.7052837  -0.750749   -0.7041436   0.21448071  0.9166667   0.16666667],3,45.264,11.808
[-0.7278014  -0.72096837 -0.7011588   0.26985013  0.9166667   0.16666667],3,45.264,11.808
[-0.69760996 -0.72563523 -0.703744    0.18789801  0.9166667   0.16666667],3,45.264,11.808
[-0.7125849  -0.70952916 -0.70626175  0.26265103  0.9166667   0.16666667],3,45.264,11.808
[-0.6922457  -0.736776   -0.7162421   0.22094367  0.9166667   0.16666667],3,45.264,11.808
[-0.6990686  -0.694392   -0.6863851   0.37904984  0.9166667   0.16666667],3,45.264,11.808
[-0.7025374  -0.70219535 -0.68776584  0.23413308  0.9166667   0.16666667],3,45.264,11.808
[-0.6885923  -0.7387418  -0.71097875  0.2576653   0.9166667   0.16666667],3,45.264,11.808
[-0.71783507 -0.71667933 -0.71113604  0.184033    0.9166667   0.16666667],3,45.264,11.808
[-0.7180492  -0.7035014  -0.6976918   0.29578474  0.9166667   0.16666667],3,45.264,11.808
[-0.71780306 -0.7194973  -0.7221056   0.23062839  0.9166667   0.16666667],3,45.264,11.808
[-0.66641814 -0.7097905  -0.6970277   0.2850778   0.9166667   0.16666667],3,45.264,11.808
[-0.7216574  -0.69748306 -0.6847794   0.20057431  0.9166667   0.16666667],3,45.264,11.808
[-0.72939277 -0.7201879  -0.75901145  0.21998474  0.9166667   0.16666667],3,45.264,11.808
[-0.64587045 -0.71532124 -0.64558643  0.3026829   0.9166667   0.16666667],3,45.264,11.808
[-0.6952838  -0.7047555  -0.6933318   0.3520404   0.9166667   0.16666667],3,45.264,11.808
[-0.6941757  -0.70836496 -0.69205606  0.3120905   0.9166667   0.16666667],3,45.264,11.808
[-0.6986815  -0.717946   -0.695678    0.25094146  0.9166667   0.16666667],3,45.264,11.808
[-0.6788546  -0.6986242  -0.6847421   0.3519666   0.9166667   0.16666667],3,45.264,11.808
[-0.6763287  -0.70067084 -0.6692316   0.36492002  0.9166667   0.16666667],3,45.264,11.808
[-0.70139205 -0.69528055 -0.72394717  0.3520264   0.9166667   0.16666667],3,45.264,11.808
[-0.6762062  -0.68123716 -0.6836615   0.3469915   0.9166667   0.16666667],3,45.264,11.808
[-0.6955982  -0.7144773  -0.70098764  0.25157896  0.9166667   0.16666667],3,45.264,11.808
[-0.70574164 -0.7308452  -0.7036341   0.3602121   0.9166667   0.16666667],3,45.264,11.808
[-0.6764342  -0.7224311  -0.7168448   0.32668576  0.9166667   0.16666667],3,45.264,11.808
[-0.69926363 -0.71868527 -0.7274167   0.29474017  0.9166667   0.16666667],3,45.264,11.808
[-0.70523614 -0.6897906  -0.67488194  0.38461924  0.9166667   0.16666667],3,45.264,11.808
[-0.7083216  -0.68783873 -0.7064789   0.34822917  0.9166667   0.16666667],3,45.264,11.808
[-0.69068825 -0.70774996 -0.6831308   0.35570318  0.9166667   0.16666667],3,45.264,11.808
[-0.6832315  -0.6920614  -0.6810704   0.36308032  0.9166667   0.16666667],3,45.264,11.808
[-0.677061   -0.71719176 -0.6811678   0.442165    0.9166667   0.16666667],3,45.264,11.808
[-0.6992464  -0.7044635  -0.6698904   0.42122805  0.9166667   0.16666667],3,45.264,11.808
[-0.6864852  -0.6998931  -0.7224841   0.3083057   0.9166667   0.16666667],3,45.264,11.808
[-0.6941936  -0.70420897 -0.7203588   0.38840315  0.9166667   0.16666667],3,45.264,11.808
[-0.7001035  -0.705716   -0.7064967   0.33533627  0.9166667   0.16666667],3,45.264,11.808
[-0.69807136 -0.72868633 -0.7264141   0.2906962   0.9166667   0.16666667],3,45.264,11.808
[-0.7100383  -0.72069865 -0.69357574  0.23987879  0.9166667   0.16666667],3,45.264,11.808
[-0.6913933  -0.6986614  -0.6808151   0.3710494   0.9166667   0.16666667],3,45.264,11.808
[-0.7129381  -0.7185433  -0.68403786  0.2412911   0.9166667   0.16666667],3,45.264,11.808
[-0.6643105  -0.7037673  -0.6949823   0.19599847  0.9166667   0.16666667],3,45.264,11.808
[-0.7149731  -0.70908725 -0.71555984  0.27365568  0.9166667   0.16666667],3,45.264,11.808
[-0.6701734  -0.7232874  -0.66316164  0.3462726   0.9166667   0.16666667],3,45.264,11.808
[-0.7144005  -0.70536    -0.687995    0.33345744  0.9166667   0.16666667],3,45.264,11.808
[-0.67946476 -0.7079729  -0.67355967  0.36374578  0.9166667   0.16666667],3,45.264,11.808
[-0.6574988  -0.7033936  -0.70023614  0.3291033   0.9166667   0.16666667],3,45.264,11.808
[-0.69467485 -0.7185254  -0.6930102   0.3352989   0.9166667   0.16666667],3,45.264,11.808
[-0.6648551  -0.660202   -0.6687775   0.44879457  0.9166667   0.16666667],3,45.264,11.808
[-0.6832421  -0.7278804  -0.72436494  0.18986438  0.9166667   0.16666667],3,45.264,11.808
[-0.66517097 -0.71162826 -0.67957467  0.46435893  0.9166667   0.16666667],3,45.264,11.808
[-0.6908208  -0.7115904  -0.72376835  0.29799616  0.9166667   0.16666667],3,45.264,11.808
[-0.702107   -0.7011307  -0.68876207  0.2998116   0.9166667   0.16666667],3,45.264,11.808
[-0.69109476 -0.7388001  -0.7136432   0.26535946  0.9166667   0.16666667],3,45.264,11.808
[-0.7059692  -0.7153467  -0.72878027  0.32148668  0.9166667   0.16666667],3,45.264,11.808
[-0.6690083  -0.71945834 -0.7008868   0.4531998   0.9166667   0.16666667],3,45.264,11.808
[-0.6938477  -0.6910398  -0.7156824   0.33803603  0.9166667   0.16666667],3,45.264,11.808
[-0.6880707  -0.7065671  -0.7125978   0.31869784  0.9166667   0.16666667],3,45.264,11.808
[-0.7085923  -0.72868806 -0.7193018   0.27655342  0.9166667   0.16666667],3,45.264,11.808
[-0.6832949  -0.72556674 -0.6984451   0.3375621   0.9166667   0.16666667],3,45.264,11.808
[-0.7080848  -0.71204233 -0.6990477   0.26810724  0.9166667   0.16666667],3,45.264,11.808
[-0.6788508  -0.70588917 -0.69538337  0.3662532   0.9166667   0.16666667],3,45.264,11.808
[-0.67459714 -0.7013962  -0.69949305  0.34798616  0.9166667   0.16666667],3,45.264,11.808
[-0.6916032  -0.6883392  -0.7299028   0.30329788  0.9166667   0.16666667],3,45.264,11.808
[-0.6856291  -0.7309784  -0.7208209   0.22345313  0.9166667   0.16666667],3,45.264,11.808
[-0.6872349  -0.7307688  -0.71751314  0.2922364   0.9166667   0.16666667],3,45.264,11.808
[-0.67641956 -0.68406475 -0.6573288   0.4981659   0.9166667   0.16666667],3,45.264,11.808
[-0.70777494 -0.6993001  -0.69328934  0.3276624   0.9166667   0.16666667],3,45.264,11.808
[-0.70847946 -0.7062847  -0.7232607   0.17873125  0.9166667   0.16666667],3,45.264,11.808
[-0.65886253 -0.70734024 -0.69329643  0.32031694  0.9166667   0.16666667],3,45.264,11.808
[-0.70689327 -0.696066   -0.70963603  0.23599645  0.9166667   0.16666667],3,45.264,11.808
[-0.71816283 -0.723245   -0.72231424  0.26733083  0.9166667   0.16666667],3,45.264,11.808
[-0.659777   -0.7129385  -0.69408435  0.36010242  0.9166667   0.16666667],3,45.264,11.808
[-0.72750163 -0.7301605  -0.7093684   0.16533907  0.9166667   0.16666667],3,45.264,11.808
[-0.69988227 -0.7078831  -0.72709197  0.4019764   0.9166667   0.16666667],3,45.264,11.808
[-0.69290096 -0.73354125 -0.7088951   0.17558292  0.9166667   0.16666667],3,45.264,11.808
[-0.7000842  -0.7051654  -0.69354165  0.27867138  0.9166667   0.16666667],3,45.264,11.808
[-0.7075649  -0.7257715  -0.70182884  0.31705385  0.9166667   0.16666667],3,45.264,11.808
[-0.68259984 -0.69474196 -0.6718207   0.403191    0.9166667   0.16666667],3,45.264,11.808
[-0.6650511  -0.70717466 -0.68843687  0.2175308   0.9166667   0.16666667],3,45.264,11.808
[-0.6980805  -0.69745886 -0.69988096  0.327488    0.9166667   0.16666667],3,45.264,11.808
[-0.7085666  -0.7157464  -0.7027677   0.2192156   0.9166667   0.16666667],3,45.264,11.808
[-0.7088982  -0.70889854 -0.69582295  0.19310042  0.9166667   0.16666667],3,45.264,11.808
[-0.7093901  -0.7366727  -0.72621864  0.24519883  0.9166667   0.16666667],3,45.264,11.808
[-0.70545083 -0.7061263  -0.6911769   0.37874454  0.9166667   0.16666667],3,45.264,11.808
[-0.7089603  -0.7081595  -0.71700776  0.21962297  0.9166667   0.16666667],3,45.264,11.808
[-0.73159677 -0.71025646 -0.7468513   0.2804105   0.9166667   0.16666667],3,45.264,11.808
[-0.6891569  -0.6981271  -0.6962002   0.3019484   0.9166667   0.16666667],3,45.264,11.808
[-0.7069492  -0.67947876 -0.6989543   0.31569886  0.9166667   0.16666667],3,45.264,11.808
[-0.7001024  -0.6981247  -0.6917226   0.33883154  0.9166667   0.16666667],3,45.264,11.808
[-0.69885164 -0.71737504 -0.67021513  0.3866358   0.9166667   0.16666667],3,45.264,11.808
[-0.6802029  -0.6686292  -0.6687497   0.3399261   0.9166667   0.16666667],3,45.264,11.808
[-0.7036768  -0.71809024 -0.7011865   0.2546351   0.9166667   0.16666667],3,45.264,11.808
[-0.67606384 -0.69724685 -0.7166915   0.27157596  0.9166667   0.16666667],3,45.264,11.808
[-0.70242685 -0.6961141  -0.70534503  0.28554893  0.9166667   0.16666667],3,45.264,11.808
[-0.6901406  -0.7272172  -0.7130228   0.23433733  0.9166667   0.16666667],3,45.264,11.808
[-0.6694285  -0.70422035 -0.7144236   0.26596686  0.9166667   0.16666667],3,45.264,11.808
[-0.68267345 -0.7234411  -0.70741415  0.25573555  0.9166667   0.16666667],3,45.264,11.808
[-0.6905865  -0.7234902  -0.71483094  0.24263677  0.9166667   0.16666667],3,45.264,11.808
[-0.71811485 -0.70884526 -0.72741646  0.20159326  0.9166667   0.16666667],3,45.264,11.808
[-0.67568845 -0.69667107 -0.6693634   0.4616425   0.9166667   0.16666667],3,45.264,11.808
[-0.672403   -0.7057791  -0.6728055   0.34456635  0.9166667   0.16666667],3,45.264,11.808
[-0.69262826 -0.70087105 -0.7136342   0.24101645  0.9166667   0.16666667],3,45.264,11.808
[-0.6847018  -0.7053573  -0.68475235  0.1988057   0.9166667   0.16666667],3,45.264,11.808
[-0.7019987  -0.69204515 -0.7157596   0.3136387   0.9166667   0.16666667],3,45.264,11.808
[-0.709178   -0.7079267  -0.7148981   0.28508148  0.9166667   0.16666667],3,45.264,11.808
[-0.69232553 -0.7132676  -0.70823115  0.3131723   0.9166667   0.16666667],3,45.264,11.808
[-0.70812505 -0.6884814  -0.6965974   0.2236053   0.9166667   0.16666667],3,45.264,11.808
[-0.7050073  -0.6935235  -0.72588146  0.31972933  0.9166667   0.16666667],3,45.264,11.808
[-0.71807545 -0.71349376 -0.7101078   0.24192023  0.9166667   0.16666667],3,45.264,11.808
[-0.70237833 -0.7431508  -0.70179564  0.15853024  0.9166667   0.16666667],3,45.264,11.808
[-0.6685589  -0.73614687 -0.66950667  0.47160295  0.9166667   0.16666667],3,45.264,11.808
[-0.6921826  -0.7252598  -0.6953953   0.3225731   0.9166667   0.16666667],3,45.264,11.808
[-0.7057524  -0.7377294  -0.71550596  0.18966539  0.9166667   0.16666667],3,45.264,11.808
[-0.7079619  -0.7149707  -0.7191341   0.26886025  0.9166667   0.16666667],3,45.264,11.808
[-0.6654901  -0.68986475 -0.6653126   0.25844717  0.9166667   0.16666667],3,45.264,11.808
[-0.7054651  -0.7081356  -0.66589457  0.34518066  0.9166667   0.16666667],3,45.264,11.808
[-0.70695406 -0.7270617  -0.70185935  0.24659382  0.9166667   0.16666667],3,45.264,11.808
[-0.7219321  -0.7214656  -0.7277717   0.28315026  0.9166667   0.16666667],3,45.264,11.808
[-0.71359843 -0.72748435 -0.71929044  0.21596055  0.9166667   0.16666667],3,45.264,11.808
[-0.68839145 -0.6962863  -0.6809651   0.38762167  0.9166667   0.16666667],3,45.264,11.808
[-0.69349396 -0.7127143  -0.65369797  0.35026833  0.9166667   0.16666667],3,45.264,11.808
[-0.6745895  -0.68217415 -0.6962497   0.341239    0.9166667   0.16666667],3,45.264,11.808
[-0.67751473 -0.6806033  -0.67566663  0.2855172   0.9166667   0.16666667],3,45.264,11.808
[-0.66902244 -0.70926636 -0.7189053   0.4434332   0.9166667   0.16666667],3,45.264,11.808
[-0.69150746 -0.7278586  -0.7210681   0.31123495  0.9166667   0.16666667],3,45.264,11.808
[-0.6762197  -0.71092236 -0.69142354  0.37115943  0.9166667   0.16666667],3,45.264,11.808
[-0.68016434 -0.6837859  -0.6837542   0.4065673   0.9166667   0.16666667],3,45.264,11.808
[-0.6670144  -0.6731725  -0.6743355   0.36617422  0.9166667   0.16666667],3,45.264,11.808
[-0.70339274 -0.6870808  -0.70163894  0.33850142  0.9166667   0.16666667],3,45.264,11.808
[-0.6597731  -0.69069815 -0.67141134  0.43696526  0.9166667   0.16666667],3,45.264,11.808
[-0.6758622  -0.6903385  -0.6934457   0.33496282  0.9166667   0.16666667],3,45.264,11.808
[-0.6887623  -0.7068913  -0.679291    0.39413673  0.9166667   0.16666667],3,45.264,11.808
[-0.6813875  -0.6960318  -0.6628978   0.4377605   0.9166667   0.16666667],3,45.264,11.808
[-0.67910963 -0.6981646  -0.7221893   0.27467886  0.9166667   0.16666667],3,45.264,11.808
[-0.6649867  -0.705647   -0.731723    0.28753597  0.9166667   0.16666667],3,45.264,11.808
[-0.6858605  -0.7074322  -0.6871749   0.34515837  0.9166667   0.16666667],3,45.264,11.808
[-0.69969743 -0.67642224 -0.74042386  0.27023947  0.9166667   0.16666667],3,45.264,11.808
[-0.7084201  -0.7169189  -0.7344414   0.32899842  0.9166667   0.16666667],3,45.264,11.808
[-0.7081757  -0.71160555 -0.7169509   0.32431188  0.9166667   0.16666667],3,45.264,11.808
[-0.698968   -0.7007706  -0.6891618   0.41690737  0.9166667   0.16666667],3,45.264,11.808
[-0.7297623  -0.71066386 -0.7089909   0.18653974  0.9166667   0.16666667],3,45.264,11.808
[-0.70396155 -0.70413476 -0.72418314  0.30055478  0.9166667   0.16666667],3,45.264,11.808
[-0.6767067  -0.7194697  -0.69046736  0.35392493  0.9166667   0.16666667],3,45.264,11.808
[-0.67624086 -0.69168425 -0.6985018   0.24343722  0.9166667   0.16666667],3,45.264,11.808
[-0.70580864 -0.6931276  -0.69089127  0.4637106   0.9166667   0.16666667],3,45.264,11.808
[-0.6794515  -0.7139657  -0.7002108   0.4051655   0.9166667   0.16666667],3,45.264,11.808
[-0.6967071  -0.70709014 -0.6930374   0.20957868  0.9166667   0.16666667],3,45.264,11.808
[-0.6861814  -0.6921466  -0.6651044   0.46493003  0.9166667   0.16666667],3,45.264,11.808
[-0.6983285  -0.71371704 -0.71183383  0.28730756  0.9166667   0.16666667],3,45.264,11.808
[-0.71410924 -0.7081562  -0.67780536  0.39716497  0.9166667   0.16666667],3,45.264,11.808
[-0.68854815 -0.6990384  -0.7041269   0.3280793   0.9166667   0.16666667],3,45.264,11.808
[-0.6952745  -0.69849294 -0.72589576  0.33116552  0.9166667   0.16666667],3,45.264,11.808
[-0.66882175 -0.7130159  -0.7148717   0.26761788  0.9166667   0.16666667],3,45.264,11.808
[-0.71120626 -0.71578556 -0.7180259   0.24286936  0.9166667   0.16666667],3,45.264,11.808
[-0.7128943  -0.72700053 -0.6882662   0.27356872  0.9166667   0.16666667],3,45.264,11.808
[-0.6711764  -0.6879537  -0.69084454  0.3219586   0.9166667   0.16666667],3,45.264,11.808
[-0.6799113  -0.7263676  -0.6551725   0.44838664  0.9166667   0.16666667],3,45.264,11.808
[-0.67202896 -0.7207936  -0.677136    0.41519415  0.9166667   0.16666667],3,45.264,11.808
[-0.7031004  -0.7104498  -0.7099418   0.30712306  0.9166667   0.16666667],3,45.264,11.808
[-0.6821612  -0.7079299  -0.66620654  0.18595155  0.9166667   0.16666667],3,45.264,11.808
[-0.6993417  -0.7109862  -0.6853094   0.36135316  0.9166667   0.16666667],3,45.264,11.808
[-0.6941323  -0.7184853  -0.70795864  0.33275038  0.9166667   0.16666667],3,45.264,11.808
